7.11e-15, 0.160
7.11e-15, 0.166
7.11e-15, 0.154
7.11e-15, 0.141
7.11e-15, 0.135
7.11e-15, 0.130
0.187, 0.210
0.187, 0.198
0.187, 0.191
0.187, 0.148
0.187, 0.185
0.187, 0.179
0.187, 0.204
0.187, 0.226
0.262, 0.218
0.281, 0.172
0.374, 0.262
0.374, 0.256
0.374, 0.243
0.374, 0.237
0.374, 0.231
0.561, 0.305
0.561, 0.286
0.561, 0.250
0.561, 0.280
0.561, 0.274
0.561, 0.268
0.561, 0.299
0.561, 0.292
0.636, 0.313
0.748, 0.360
0.748, 0.348
0.748, 0.341
0.748, 0.335
0.748, 0.329
0.748, 0.323
0.936, 0.353
0.936, 0.391
1.12, 0.378
1.16, 0.385
1.37, 0.365
1.43, 0.371
3.68, 0.368
3.93, 0.383
4.14, 0.376
5.13, 0.351
5.13, 0.363
5.24, 0.341
5.33, 0.327
5.43, 0.334
6.03, 0.288
6.17, 0.314
6.17, 0.320
6.17, 0.295
6.17, 0.301
6.17, 0.308
6.62, 0.261
6.74, 0.273
6.74, 0.267
6.74, 0.241
6.92, 0.221
6.92, 0.234
6.92, 0.248
6.92, 0.226
6.99, 0.280
6.99, 0.254
7.67, 0.297
7.67, 0.309
7.67, 0.291
7.86, 0.319
7.86, 0.313
7.86, 0.302
7.86, 0.332
7.86, 0.338
7.86, 0.344
7.86, 0.325
8.20, 0.357
8.61, 0.352
10.2, 0.355
11.4, 0.366
11.6, 0.372
12.3, 0.350
12.3, 0.343
12.4, 0.358
12.4, 0.336
13.3, 0.302
13.3, 0.321
13.3, 0.315
13.3, 0.308
13.4, 0.330
13.7, 0.274
13.7, 0.248
13.8, 0.255
13.8, 0.280
13.8, 0.267
13.8, 0.261
13.9, 0.286
13.9, 0.225
14.0, 0.231
14.1, 0.293
14.1, 0.240
14.8, 0.327
14.8, 0.321
14.8, 0.314
14.8, 0.308
14.8, 0.302
14.8, 0.340
14.9, 0.349
15.0, 0.358
15.0, 0.332
15.7, 0.365
18.2, 0.363
19.0, 0.371
19.3, 0.354
19.3, 0.361
19.5, 0.335
19.5, 0.347
19.5, 0.341
19.6, 0.328
20.4, 0.300
20.6, 0.306
20.6, 0.312
20.6, 0.278
20.7, 0.321
20.8, 0.284
20.8, 0.292
21.0, 0.243
21.0, 0.262
21.0, 0.256
21.0, 0.270
21.0, 0.250
21.7, 0.348
21.7, 0.342
21.7, 0.336
21.7, 0.329
21.7, 0.360
21.9, 0.353
21.9, 0.322
21.9, 0.313
21.9, 0.301
21.9, 0.366
22.3, 0.383
22.3, 0.376
24.2, 0.377
25.1, 0.394
25.2, 0.386
26.2, 0.356
26.2, 0.362
26.2, 0.368
26.3, 0.376
26.4, 0.344
26.4, 0.385
26.4, 0.350
26.6, 0.336
26.7, 0.302
27.1, 0.320
27.1, 0.314
27.1, 0.327
27.1, 0.308
27.5, 0.281
27.7, 0.256
27.7, 0.288
27.9, 0.262
27.9, 0.250
27.9, 0.274
27.9, 0.243
27.9, 0.268
27.9, 0.295
28.0, 0.235
28.6, 0.310
28.8, 0.303
29.2, 0.365
29.3, 0.315
29.4, 0.359
29.4, 0.329
29.4, 0.322
29.6, 0.347
29.6, 0.334
29.6, 0.352
29.6, 0.341
30.9, 0.334
30.9, 0.328
31.4, 0.313
31.9, 0.319
33.3, 0.318
33.3, 0.305
33.3, 0.311
33.5, 0.299
34.2, 0.283
34.4, 0.292
34.5, 0.266
34.7, 0.249
34.8, 0.257
34.9, 0.233
34.9, 0.275
35.1, 0.242
35.6, 0.306
35.6, 0.300
35.6, 0.319
35.6, 0.312
35.7, 0.292
35.7, 0.285
35.7, 0.324
36.1, 0.359
36.3, 0.352
36.3, 0.346
36.4, 0.333
36.5, 0.340
37.8, 0.335
38.7, 0.341
38.8, 0.349
38.9, 0.364
39.3, 0.358
40.2, 0.348
40.3, 0.338
40.4, 0.322
40.4, 0.328
40.5, 0.315
41.4, 0.289
41.4, 0.309
41.5, 0.295
41.5, 0.302
41.6, 0.269
41.7, 0.276
41.9, 0.245
41.9, 0.252
41.9, 0.235
42.0, 0.260
42.1, 0.284
42.7, 0.321
42.7, 0.315
42.8, 0.308
42.8, 0.296
42.8, 0.302
43.0, 0.349
43.2, 0.326
43.4, 0.332
43.5, 0.339
45.1, 0.317
45.5, 0.322
45.8, 0.327
47.2, 0.306
47.2, 0.318
47.2, 0.312
47.2, 0.299
47.6, 0.291
47.6, 0.281
48.5, 0.260
48.7, 0.267
48.7, 0.241
48.8, 0.254
48.8, 0.248
48.8, 0.223
48.8, 0.217
48.9, 0.274
49.0, 0.229
49.0, 0.235
49.0, 0.212
49.8, 0.293
49.8, 0.287
49.8, 0.281
50.0, 0.300
50.0, 0.272
50.3, 0.312
50.3, 0.307
52.2, 0.309
53.1, 0.322
53.5, 0.331
54.3, 0.313
54.5, 0.323
54.5, 0.304
54.5, 0.298
55.2, 0.277
55.2, 0.283
55.2, 0.270
55.5, 0.291
55.6, 0.251
55.8, 0.232
55.8, 0.244
55.8, 0.238
55.8, 0.264
55.8, 0.257
55.9, 0.226
55.9, 0.219
55.9, 0.213
56.5, 0.298
56.7, 0.304
56.7, 0.271
56.7, 0.277
56.7, 0.290
56.7, 0.283
56.8, 0.312
57.4, 0.343
57.6, 0.319
57.6, 0.324
57.6, 0.330
57.7, 0.336
59.0, 0.313
59.3, 0.321
59.6, 0.327
60.1, 0.344
60.4, 0.335
61.4, 0.323
61.6, 0.329
61.6, 0.316
61.7, 0.310
62.2, 0.302
62.7, 0.289
62.8, 0.268
62.9, 0.296
63.0, 0.253
63.1, 0.274
63.2, 0.260
63.2, 0.281
64.2, 0.309
64.5, 0.301
65.8, 0.296
66.1, 0.291
66.7, 0.309
67.3, 0.325
67.4, 0.317
68.5, 0.308
68.6, 0.299
69.3, 0.285
69.7, 0.293
69.8, 0.266
69.9, 0.246
70.0, 0.235
70.0, 0.259
70.0, 0.253
70.0, 0.272
70.2, 0.280
70.2, 0.240
71.3, 0.296
71.7, 0.290
72.0, 0.280
72.4, 0.285
73.3, 0.296
73.3, 0.303
73.8, 0.312
74.1, 0.333
74.5, 0.319
74.5, 0.293
74.7, 0.328
75.6, 0.303
75.7, 0.311
75.8, 0.298
76.4, 0.289
76.5, 0.281
76.7, 0.275
76.9, 0.247
76.9, 0.259
76.9, 0.253
77.0, 0.239
77.0, 0.231
77.2, 0.268
78.0, 0.278
78.0, 0.284
78.1, 0.295
79.3, 0.303
80.1, 0.311
80.3, 0.317
80.6, 0.335
81.0, 0.323
81.2, 0.339
81.3, 0.330
82.5, 0.329
82.7, 0.321
82.8, 0.313
83.6, 0.292
83.8, 0.299
83.9, 0.272
83.9, 0.306
84.0, 0.261
84.0, 0.254
84.0, 0.247
84.0, 0.279
84.2, 0.267
84.2, 0.287
85.3, 0.307
85.5, 0.300
85.7, 0.294
86.9, 0.288
87.0, 0.282
88.4, 0.300
88.5, 0.305
89.3, 0.290
89.3, 0.284
89.3, 0.361
89.4, 0.277
89.4, 0.270
89.6, 0.257
89.6, 0.263
89.8, 0.251
90.5, 0.228
90.5, 0.235
90.6, 0.243
90.8, 0.215
90.8, 0.202
90.8, 0.221
91.1, 0.207
91.1, 0.354
91.1, 0.193
91.7, 0.258
91.7, 0.264
91.7, 0.251
91.9, 0.244
91.9, 0.238
91.9, 0.232
91.9, 0.270
92.2, 0.293
92.4, 0.286
92.5, 0.278
93.0, 0.348
94.6, 0.283
94.9, 0.289
94.9, 0.341
96.0, 0.276
96.2, 0.268
96.2, 0.256
96.4, 0.250
96.4, 0.260
96.7, 0.335
97.1, 0.234
97.3, 0.241
97.5, 0.218
97.7, 0.227
97.7, 0.204
97.8, 0.190
97.9, 0.211
98.0, 0.182
98.2, 0.197
98.2, 0.178
98.6, 0.329
98.6, 0.237
98.7, 0.251
98.8, 0.273
98.8, 0.242
98.8, 0.266
98.8, 0.260
99.2, 0.299
99.2, 0.291
99.4, 0.285
99.6, 0.280
99.7, 0.325
102, 0.279
102, 0.286
102, 0.268
103, 0.260
103, 0.246
103, 0.253
103, 0.240
103, 0.232
103, 0.224
104, 0.191
105, 0.204
105, 0.198
105, 0.210
105, 0.216
105, 0.115
105, 0.153
105, 0.147
105, 0.122
105, 0.178
105, 0.140
105, 0.134
105, 0.128
105, 0.172
105, 0.185
105, 0.166
105, 0.159
105, 0.112
106, 0.222
106, 0.216
106, 0.210
106, 0.229
106, 0.198
106, 0.192
106, 0.204
106, 0.240
106, 0.234
107, 0.248
107, 0.263
107, 0.257
107, 0.275
107, 0.269
107, 0.283
109, 0.276
109, 0.270
110, 0.262
111, 0.245
111, 0.252
112, 0.234
112, 0.215
112, 0.220
112, 0.203
112, 0.210
112, 0.228
112, 0.196
113, 0.266
113, 0.260
113, 0.254
113, 0.248
113, 0.242
113, 0.273
113, 0.280
113, 0.290
114, 0.295
114, 0.301
116, 0.293
116, 0.284
117, 0.277
117, 0.269
117, 0.262
118, 0.256
118, 0.249
118, 0.243
118, 0.236
118, 0.228
119, 0.210
119, 0.215
119, 0.223
119, 0.194
119, 0.187
119, 0.202
120, 0.213
120, 0.234
121, 0.249
121, 0.243
121, 0.224
121, 0.220
121, 0.254
121, 0.262
121, 0.278
121, 0.272
121, 0.285
122, 0.291
123, 0.284
124, 0.277
124, 0.267
125, 0.257
125, 0.251
126, 0.241
126, 0.204
126, 0.232
126, 0.226
126, 0.211
126, 0.219
126, 0.198
127, 0.281
127, 0.269
127, 0.263
127, 0.257
127, 0.251
127, 0.275
128, 0.291
129, 0.289
130, 0.283
131, 0.276
131, 0.269
131, 0.261
131, 0.254
132, 0.246
133, 0.228
133, 0.222
133, 0.207
133, 0.201
133, 0.215
133, 0.237
133, 0.192
134, 0.246
134, 0.250
134, 0.256
134, 0.263
135, 0.270
137, 0.281
137, 0.284
138, 0.273
138, 0.264
139, 0.257
139, 0.244
139, 0.251
140, 0.202
140, 0.224
140, 0.230
140, 0.208
140, 0.216
140, 0.193
140, 0.237
141, 0.252
141, 0.247
142, 0.262
144, 0.258
144, 0.252
145, 0.247
145, 0.239
146, 0.231
146, 0.224
147, 0.218
147, 0.201
147, 0.194
147, 0.181
147, 0.186
147, 0.209
148, 0.223
148, 0.230
148, 0.217
148, 0.213
148, 0.237
149, 0.246
149, 0.254
150, 0.265
152, 0.268
152, 0.258
153, 0.246
153, 0.252
154, 0.214
154, 0.236
154, 0.193
154, 0.221
154, 0.200
154, 0.227
154, 0.207
155, 0.245
155, 0.259
155, 0.267
155, 0.251
155, 0.282
155, 0.276
155, 0.294
156, 0.286
158, 0.284
158, 0.277
159, 0.269
159, 0.261
160, 0.253
160, 0.239
161, 0.247
161, 0.225
161, 0.206
161, 0.200
161, 0.220
161, 0.213
161, 0.183
161, 0.233
161, 0.191
162, 0.259
162, 0.252
162, 0.244
162, 0.275
162, 0.287
162, 0.268
162, 0.280
165, 0.270
166, 0.261
166, 0.267
166, 0.254
167, 0.247
167, 0.238
167, 0.222
167, 0.230
168, 0.205
168, 0.182
168, 0.195
168, 0.189
168, 0.169
168, 0.214
168, 0.201
168, 0.176
169, 0.243
169, 0.237
169, 0.224
169, 0.231
169, 0.248
170, 0.258
171, 0.262
173, 0.267
173, 0.256
174, 0.242
174, 0.248
175, 0.228
175, 0.208
175, 0.194
175, 0.236
175, 0.221
175, 0.215
175, 0.186
175, 0.201
176, 0.269
176, 0.263
176, 0.257
176, 0.251
176, 0.245
177, 0.275
177, 0.282
179, 0.290
179, 0.282
180, 0.275
180, 0.266
180, 0.259
180, 0.244
181, 0.250
181, 0.229
182, 0.224
182, 0.238
182, 0.209
182, 0.201
182, 0.217
182, 0.190
183, 0.247
183, 0.259
183, 0.228
183, 0.252
183, 0.240
183, 0.234
183, 0.289
183, 0.282
183, 0.276
183, 0.268
186, 0.268
187, 0.259
187, 0.250
187, 0.244
187, 0.237
188, 0.229
188, 0.215
189, 0.202
189, 0.209
189, 0.223
189, 0.193
189, 0.183
189, 0.179
190, 0.256
190, 0.231
190, 0.244
190, 0.237
190, 0.250
190, 0.221
190, 0.262
190, 0.270
190, 0.291
190, 0.285
191, 0.279
193, 0.277
193, 0.283
194, 0.267
194, 0.260
194, 0.248
194, 0.252
195, 0.240
195, 0.227
195, 0.233
196, 0.210
196, 0.188
196, 0.219
196, 0.202
196, 0.195
196, 0.182
197, 0.230
197, 0.250
197, 0.259
197, 0.235
197, 0.241
197, 0.288
197, 0.279
197, 0.271
198, 0.265
200, 0.267
200, 0.287
200, 0.277
201, 0.264
201, 0.258
202, 0.244
202, 0.250
202, 0.229
203, 0.237
203, 0.203
203, 0.209
203, 0.215
203, 0.194
203, 0.222
204, 0.245
204, 0.252
204, 0.232
204, 0.269
204, 0.238
204, 0.260
204, 0.293
204, 0.286
205, 0.279
205, 0.272
207, 0.274
207, 0.283
207, 0.291
208, 0.262
208, 0.272
209, 0.253
209, 0.238
209, 0.244
209, 0.222
210, 0.208
210, 0.230
210, 0.201
210, 0.216
210, 0.192
211, 0.257
211, 0.250
211, 0.238
211, 0.244
211, 0.232
211, 0.226
211, 0.275
211, 0.287
211, 0.293
211, 0.262
211, 0.281
212, 0.269
213, 0.260
214, 0.254
215, 0.246
216, 0.236
216, 0.227
217, 0.208
217, 0.213
217, 0.200
217, 0.190
217, 0.220
218, 0.236
218, 0.242
218, 0.248
218, 0.261
218, 0.230
218, 0.255
219, 0.269
219, 0.275
221, 0.264
222, 0.259
222, 0.243
222, 0.250
223, 0.229
223, 0.236
224, 0.203
224, 0.222
224, 0.216
224, 0.195
224, 0.209
224, 0.188
225, 0.249
225, 0.243
225, 0.236
225, 0.231
225, 0.255
226, 0.263
228, 0.258
228, 0.253
230, 0.254
230, 0.245
230, 0.234
231, 0.224
231, 0.201
231, 0.207
231, 0.188
231, 0.194
231, 0.214
232, 0.241
232, 0.234
232, 0.249
232, 0.263
233, 0.258
235, 0.256
236, 0.247
236, 0.236
237, 0.230
237, 0.221
238, 0.214
238, 0.207
238, 0.193
238, 0.182
238, 0.185
238, 0.201
239, 0.219
239, 0.211
239, 0.226
240, 0.235
240, 0.241
240, 0.248
240, 0.257
240, 0.266
242, 0.272
243, 0.279
244, 0.270
244, 0.260
245, 0.246
245, 0.231
245, 0.253
245, 0.214
245, 0.206
245, 0.239
245, 0.222
246, 0.267
246, 0.261
246, 0.253
246, 0.247
247, 0.276
248, 0.285
250, 0.280
250, 0.272
251, 0.256
251, 0.265
252, 0.247
252, 0.230
252, 0.213
252, 0.208
252, 0.221
252, 0.238
253, 0.256
253, 0.287
253, 0.268
253, 0.262
253, 0.280
253, 0.274
254, 0.292
256, 0.295
257, 0.292
257, 0.279
257, 0.285
258, 0.274
258, 0.264
259, 0.249
259, 0.243
259, 0.227
259, 0.256
259, 0.214
259, 0.222
259, 0.234
260, 0.272
260, 0.263
260, 0.279
260, 0.288
261, 0.299
261, 0.292
263, 0.289
264, 0.279
264, 0.288
265, 0.267
265, 0.274
265, 0.260
266, 0.245
266, 0.252
266, 0.228
266, 0.214
266, 0.237
266, 0.221
266, 0.200
266, 0.207
267, 0.270
267, 0.264
267, 0.258
267, 0.249
267, 0.243
267, 0.277
268, 0.285
270, 0.282
271, 0.278
271, 0.270
272, 0.264
272, 0.258
273, 0.249
273, 0.231
273, 0.216
273, 0.238
273, 0.211
273, 0.223
274, 0.276
274, 0.269
274, 0.263
274, 0.258
274, 0.288
274, 0.282
274, 0.250
274, 0.297
276, 0.304
278, 0.302
278, 0.295
279, 0.287
279, 0.273
279, 0.280
279, 0.268
280, 0.251
280, 0.259
280, 0.226
280, 0.243
280, 0.235
280, 0.221
281, 0.267
281, 0.273
281, 0.277
281, 0.283
282, 0.295
282, 0.290
284, 0.297
284, 0.302
285, 0.286
285, 0.280
285, 0.274
286, 0.264
286, 0.248
287, 0.236
287, 0.254
287, 0.228
287, 0.215
287, 0.223
287, 0.242
288, 0.264
288, 0.258
288, 0.251
288, 0.271
288, 0.280
289, 0.290
290, 0.301
291, 0.306
292, 0.298
292, 0.289
293, 0.282
293, 0.274
294, 0.260
294, 0.268
294, 0.246
294, 0.233
294, 0.227
294, 0.254
294, 0.239
295, 0.283
295, 0.277
295, 0.269
295, 0.263
295, 0.300
296, 0.290
297, 0.293
297, 0.300
299, 0.307
300, 0.296
300, 0.276
300, 0.282
301, 0.289
301, 0.259
301, 0.267
301, 0.251
301, 0.233
301, 0.243
301, 0.227
302, 0.275
302, 0.302
302, 0.281
302, 0.286
302, 0.292
302, 0.329
303, 0.323
303, 0.317
303, 0.310
303, 0.307
304, 0.321
305, 0.329
306, 0.317
306, 0.324
307, 0.302
308, 0.311
308, 0.285
308, 0.268
308, 0.293
308, 0.277
308, 0.261
308, 0.253
309, 0.324
309, 0.309
309, 0.303
309, 0.316
310, 0.332
310, 0.338
310, 0.346
311, 0.351
311, 0.344
312, 0.335
313, 0.330
314, 0.319
314, 0.302
315, 0.308
315, 0.290
315, 0.267
315, 0.286
315, 0.280
315, 0.274
315, 0.254
315, 0.261
315, 0.298
315, 0.250
316, 0.317
316, 0.310
316, 0.350
316, 0.342
316, 0.336
316, 0.358
317, 0.324
317, 0.329
319, 0.330
320, 0.336
320, 0.353
320, 0.344
321, 0.329
321, 0.323
322, 0.310
322, 0.303
322, 0.317
322, 0.284
322, 0.290
322, 0.265
322, 0.257
322, 0.272
322, 0.278
322, 0.297
323, 0.307
323, 0.323
324, 0.315
325, 0.315
326, 0.322
326, 0.330
327, 0.338
327, 0.346
327, 0.353
329, 0.316
329, 0.322
329, 0.330
329, 0.288
329, 0.269
329, 0.275
329, 0.301
329, 0.263
329, 0.257
329, 0.295
329, 0.309
329, 0.281
330, 0.338
330, 0.346
330, 0.319
330, 0.325
330, 0.331
331, 0.354
332, 0.363
333, 0.367
334, 0.358
334, 0.351
334, 0.345
335, 0.336
335, 0.330
335, 0.324
335, 0.303
335, 0.311
335, 0.317
336, 0.278
336, 0.251
336, 0.285
336, 0.264
336, 0.258
336, 0.291
336, 0.299
336, 0.233
336, 0.229
336, 0.271
336, 0.243
337, 0.323
337, 0.310
337, 0.317
337, 0.301
337, 0.335
338, 0.328
340, 0.330
341, 0.342
341, 0.336
341, 0.360
341, 0.349
343, 0.318
343, 0.326
343, 0.294
343, 0.300
343, 0.286
343, 0.263
343, 0.279
343, 0.272
343, 0.309
343, 0.258
344, 0.336
344, 0.342
344, 0.347
344, 0.327
344, 0.352
344, 0.321
344, 0.360
344, 0.375
345, 0.367
346, 0.359
348, 0.354
348, 0.344
349, 0.330
349, 0.338
350, 0.323
350, 0.277
350, 0.308
350, 0.315
350, 0.300
350, 0.247
350, 0.260
350, 0.254
350, 0.281
350, 0.289
350, 0.242
350, 0.269
351, 0.325
351, 0.310
351, 0.302
351, 0.317
351, 0.351
352, 0.332
352, 0.343
352, 0.338
353, 0.329
354, 0.323
355, 0.302
356, 0.317
356, 0.308
356, 0.296
356, 0.289
356, 0.280
356, 0.272
357, 0.263
357, 0.249
357, 0.256
357, 0.240
357, 0.226
357, 0.233
357, 0.218
358, 0.203
358, 0.197
358, 0.191
358, 0.185
358, 0.178
358, 0.172
358, 0.153
358, 0.210
358, 0.0886
358, 0.160
358, 0.166
358, 0.0955
358, 0.0639
358, 0.120
358, 0.114
358, 0.0701
358, 0.0763
358, 0.133
358, 0.127
358, 0.0825
358, 0.108
358, 0.101
359, 0.139
359, 0.146
359, 0.155
359, 0.161
359, 0.168
359, 0.174
359, 0.180
360, 0.216
360, 0.197
360, 0.191
360, 0.185
360, 0.203
360, 0.209
360, 0.228
360, 0.258
360, 0.240
360, 0.222
360, 0.234
360, 0.249
360, 0.261
361, 0.274
361, 0.281
361, 0.267
362, 0.275
362, 0.268
362, 0.248
362, 0.261
362, 0.255
363, 0.227
363, 0.234
363, 0.240
363, 0.219
363, 0.209
364, 0.213
